iter	RMSE
0	0.3711472953
1	0.3469801458
2	0.3265085969
3	0.3071564816
4	0.289987448
5	0.2742166268
6	0.2588517001
7	0.2454308173
8	0.2345185995
9	0.2230354738
10	0.2131332475
11	0.2042407353
12	0.1962545395
13	0.1889654087
14	0.1815533572
15	0.1755470673
16	0.1699373115
17	0.1649300846
18	0.1601778973
19	0.1554094557
20	0.1512352491
21	0.1476142097
22	0.1447167712
23	0.1416272428
24	0.1398333058
25	0.1372733579
26	0.1344963811
27	0.1322721652
28	0.1299026402
29	0.1279393483
30	0.126014985
31	0.1244385989
32	0.1224964895
33	0.1209710363
34	0.1196048142
35	0.1183332794
36	0.1169063342
37	0.1153674677
38	0.1144795197
39	0.1135179843
40	0.112690846
41	0.1117423151
42	0.1108300774
43	0.1098923101
44	0.1093140579
45	0.1087102982
46	0.1079949196
47	0.1073407508
48	0.1067530265
49	0.1058053529
50	0.1050895501
51	0.1043624297
52	0.1037383323
53	0.1030163723
54	0.1025468834
55	0.1019942196
56	0.1015190734
57	0.101080603
58	0.10065005
59	0.1002447298
60	0.09955923115
61	0.09903166056
62	0.09875378228
63	0.0983022442
64	0.09782764773
65	0.09738785493
66	0.09686158599
67	0.09632043961
68	0.09586156587
69	0.09531415239
70	0.09497475033
71	0.09457450195
72	0.09421364331
73	0.09368788388
74	0.09327313843
75	0.09297277896
76	0.0927523885
77	0.09207670812
78	0.0914932619
79	0.09108954501
80	0.09050176254
81	0.09013071824
82	0.08964921205
83	0.08933731386
84	0.08894596121
85	0.08873715513
86	0.08835602114
87	0.08804807845
88	0.08741293742
89	0.08722574315
90	0.08692224533
91	0.08649653038
92	0.08613054731
93	0.0857163191
94	0.08543137733
95	0.08511772386
96	0.08471212813
97	0.08444999964
98	0.08416468788
99	0.08397713671
100	0.08355848505
101	0.08314520144
102	0.08281846337
103	0.08239273376
104	0.0821806716
105	0.08173511525
106	0.08144113649
107	0.08109050567
108	0.08085196386
109	0.08041205382
110	0.08003137855
111	0.07965725438
112	0.07953359458
113	0.07937659718
114	0.07905057211
115	0.07871267355
116	0.07834432657
117	0.07819596817
118	0.07774917851
119	0.07737342257
120	0.07701052716
121	0.07673979698
122	0.07652710773
123	0.07633071127
124	0.07598999921
125	0.07571411415
126	0.07540279802
127	0.07516680645
128	0.07481732537
129	0.07450322881
130	0.07439300723
131	0.07424501743
132	0.07399416161
133	0.07378398533
134	0.07365863799
135	0.07347917165
136	0.07319651712
137	0.07305283034
138	0.07269508918
139	0.07238534042
140	0.07217123453
141	0.07184821521
142	0.07143013984
143	0.07129196419
144	0.07109153223
145	0.07100751395
146	0.0709084795
147	0.07067455762
148	0.07033228597
149	0.0700698296
150	0.06968535782
151	0.06948231089
152	0.06924906705
153	0.06894347365
154	0.06886009361
155	0.06865000107
156	0.06846918579
157	0.06833462072
158	0.06794577546
159	0.06763363157
160	0.06737241282
161	0.06713076045
162	0.06687416291
163	0.06667204593
164	0.066432416
165	0.06616871459
166	0.06596195456
167	0.06576463073
168	0.06557581945
169	0.06515278971
170	0.06490576552
171	0.06478075395
172	0.06461413947
173	0.06446881492
174	0.06418672866
175	0.0641233576
176	0.06406384388
177	0.06385004984
178	0.06359666102
179	0.06352562769
180	0.06326219751
181	0.06300079914
182	0.06280681662
183	0.06266211557
184	0.06239537161
185	0.06227019578
186	0.06213368515
187	0.06200647625
188	0.06183627508
189	0.06165393446
190	0.0613583679
191	0.06115951325
192	0.06090422084
193	0.06083448975
194	0.06072195435
195	0.06056783531
196	0.06041913609
197	0.06029372336
198	0.06004546306
199	0.05981547143
200	0.05969161155
201	0.05940905461
202	0.05920747193
203	0.05915618497
204	0.05898269104
205	0.05880155542
206	0.05866855375
207	0.05856010469
208	0.05828676553
209	0.05815767479
210	0.05800649988
211	0.05772735988
212	0.05762405861
213	0.05753126195
214	0.05746171902
215	0.05730343306
216	0.05716467396
217	0.05696248391
218	0.05678179159
219	0.05671940015
220	0.05657047293
221	0.05647241128
222	0.05621289735
223	0.05593556664
224	0.05589496464
225	0.05581711556
226	0.05567766016
227	0.05541884589
228	0.05528243064
229	0.0552000925
230	0.0549653934
231	0.05492790616
232	0.05482521072
233	0.05460400285
234	0.05428238015
235	0.05412574102
236	0.05409614952
237	0.05395758333
238	0.05379903279
239	0.05370031159
240	0.05359156664
241	0.053522774
242	0.05347206362
243	0.05344221127
244	0.05327899832
245	0.05317739105
246	0.05313717282
247	0.05304572948
248	0.05284165654
249	0.05268895609
250	0.05252354474
251	0.05230881994
252	0.05215687706
253	0.05194514466
254	0.05179849009
255	0.05173247743
256	0.0514812225
257	0.05138084096
258	0.05135451231
259	0.05122432799
260	0.05102098752
261	0.0508965205
262	0.05072370786
263	0.05064574666
264	0.05050248241
265	0.05042873074
266	0.05032466727
267	0.05022695044
268	0.05006947684
269	0.04993634689
270	0.04977342175
271	0.04969870621
272	0.04951795998
273	0.04948958393
274	0.04934500334
275	0.04924176294
276	0.04914135368
277	0.04903463574
278	0.0488442878
279	0.04881126626
280	0.04871710319
281	0.04863219519
282	0.04844726073
283	0.04832047296
284	0.04818281874
285	0.04814596957
286	0.04794100271
287	0.04782919377
288	0.04773115331
289	0.04767880848
290	0.04759103772
291	0.04744911292
292	0.047429897
293	0.04725703919
294	0.0471960705
295	0.04699991642
296	0.04690060423
297	0.04678614891
298	0.04667940299
299	0.04665731019
